COMMONNAME,RUN,RECOVERYDOMAIN,ESU_DPS,MAJORPOPGROUP,POPID,NMFS_POPID,LOCATIONNAME,POPULATIONNAME,ESAPOPNAME,CBFWAPOPNAME,COMMONPOPNAME,POPFIT,POPFITNOTES,SMOLTEQLOCATION,SMOLTEQLOCPTCODE,OUTMIGRATIONYEAR,CONTACTAGENCY,METHODNUMBER,BESTVALUE,TOTALNATURAL,TOTALNATURALLOWERLIMIT,TOTALNATURALUPPERLIMIT,TOTALNATURALALPHA,AGE0PROP,AGE0PROPLOWERLIMIT,AGE0PROPUPPERLIMIT,AGE1PROP,AGE1PROPLOWERLIMIT,AGE1PROPUPPERLIMIT,AGE2PROP,AGE2PROPLOWERLIMIT,AGE2PROPUPPERLIMIT,AGE3PROP,AGE3PROPLOWERLIMIT,AGE3PROPUPPERLIMIT,AGE4PLUSPROP,AGE4PLUSPROPLOWERLIMIT,AGE4PLUSPROPUPPERLIMIT,AGEPROPALPHA,PROTMETHNAME,PROTMETHURL,PROTMETHDOCUMENTATION,METHODADJUSTMENTS,OTHERDATASOURCES,COMMENTS,NULLRECORD,DATASTATUS,LASTUPDATED,INDICATORLOCATION,CONTACTPERSONFIRST,CONTACTPERSONLAST,CONTACTPHONE,CONTACTEMAIL,METACOMMENTS,SUBMITAGENCY,REFID,UPDDATE,DATAENTRY,DATAENTRYNOTES,COMPILERRECORDID,PUBLISH,SNLOADDATE,VALIDATIONDATE,LASTMODIFIEDDATE,DOWNLOADDATE,DISPLAYNOTE,HLI_LASTUPDATED,ID
Chinook salmon,unknown,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Dry Clearwater,5,96,South Fork Clearwater River Upper Mainstem,South Fork Clearwater River Upper Mainstem - Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) South Fork Clearwater River Upper Mainstem - unknown",,,Portion,Most of pop captured,"Crooked River, RKM =1",CROTRP,2009,Idaho Department of Fish and Game,1,Yes,455,246,714,0.05,,,,,,,,,,,,,,,,,Idaho Supplementation Studies Project Completion Report,https://collaboration.idfg.idaho.gov/FisheriesTechnicalReports/Res15-18Venditti1991-2014IdahoSupplementationStudiesCompletionReport.pdf,,none,,0,No,Final,Feb  5 2019 12:00AM,Biologist workbook on shared network,Bruce,Barnett,208-465-8404,bruce.barnett@idfg.idaho.gov,,IDFG,46912,,IDFG Streamnet,,afa96428-bf39-41b3-b50d-290a253b2a55,Yes,Jul 31 2018  8:43AM,Feb  7 2019 10:12AM,Feb  7 2019 10:12AM,Feb  8 2019 10:00PM,Metrics,Feb  7 2019 10:12AM,afa96428-bf39-41b3-b50d-290a253b2a55
Chinook salmon,unknown,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Dry Clearwater,5,96,South Fork Clearwater River Upper Mainstem,South Fork Clearwater River Upper Mainstem - Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) South Fork Clearwater River Upper Mainstem - unknown",,,Portion,Most of pop captured,"American River, RKM = 2",AMERR,2009,Idaho Department of Fish and Game,1,Yes,4803,3605,7121,0.05,,,,,,,,,,,,,,,,,Idaho Supplementation Studies Project Completion Report,https://collaboration.idfg.idaho.gov/FisheriesTechnicalReports/Res15-18Venditti1991-2014IdahoSupplementationStudiesCompletionReport.pdf,,none,,0,No,Final,Feb  5 2019 12:00AM,Biologist workbook on shared network,Bruce,Barnett,208-465-8404,bruce.barnett@idfg.idaho.gov,,IDFG,46912,,IDFG Streamnet,,9a265a61-1616-4ef4-aa3a-951c1fab6b04,Yes,Jul 31 2018  8:43AM,Feb  7 2019 10:12AM,Feb  7 2019 10:12AM,Feb  8 2019 10:00PM,Metrics,Feb  7 2019 10:12AM,9a265a61-1616-4ef4-aa3a-951c1fab6b04
Chinook salmon,unknown,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Dry Clearwater,5,96,South Fork Clearwater River Upper Mainstem,South Fork Clearwater River Upper Mainstem - Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) South Fork Clearwater River Upper Mainstem - unknown",,,Portion,Most of pop captured,"Red River, RKM = 6",REDTRP,2009,Idaho Department of Fish and Game,1,Yes,30250,28697,32286,0.05,,,,,,,,,,,,,,,,,Idaho Supplementation Studies Project Completion Report,https://collaboration.idfg.idaho.gov/FisheriesTechnicalReports/Res15-18Venditti1991-2014IdahoSupplementationStudiesCompletionReport.pdf,,none,,"From Reg2, S:Fishery\R2AM\ISS\3_ISS reporting (Barnett ran through Gauss on 6/28/17), Values have been corrected after report publication. Contact biologist with any questions.",No,Final,Feb  5 2019 12:00AM,Biologist workbook on shared network,Bruce,Barnett,208-465-8404,bruce.barnett@idfg.idaho.gov,,IDFG,46912,,IDFG Streamnet,,75e5a63c-a353-4410-b724-5e1812b60722,Yes,Jul 31 2018  8:43AM,Feb  7 2019 10:12AM,Feb  7 2019 10:12AM,Feb  8 2019 10:00PM,Metrics,Feb  7 2019 10:12AM,75e5a63c-a353-4410-b724-5e1812b60722
Chinook salmon,unknown,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Dry Clearwater,5,96,South Fork Clearwater River Upper Mainstem,South Fork Clearwater River Upper Mainstem - Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) South Fork Clearwater River Upper Mainstem - unknown",,,Portion,Most of pop captured,"Red River, RKM = 6",REDTRP,2008,Idaho Department of Fish and Game,1,Yes,24447,21989,27449,0.05,,,,,,,,,,,,,,,,,Idaho Supplementation Studies Project Completion Report,https://collaboration.idfg.idaho.gov/FisheriesTechnicalReports/Res15-18Venditti1991-2014IdahoSupplementationStudiesCompletionReport.pdf,,none,,"From Reg2, S:Fishery\R2AM\ISS\3_ISS reporting (Barnett ran through Gauss on 6/28/17), Values have been corrected after report publication. Contact biologist with any questions.",No,Final,Feb  5 2019 12:00AM,Biologist workbook on shared network,Bruce,Barnett,208-465-8404,bruce.barnett@idfg.idaho.gov,,IDFG,46913,,IDFG Streamnet,,e99ad11c-48a3-4c29-a01b-f8f048b8c843,Yes,Jul 31 2018  8:43AM,Feb  7 2019 10:12AM,Feb  7 2019 10:12AM,Feb  8 2019 10:00PM,Metrics,Feb  7 2019 10:12AM,e99ad11c-48a3-4c29-a01b-f8f048b8c843
Chinook salmon,unknown,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Dry Clearwater,5,96,South Fork Clearwater River Upper Mainstem,South Fork Clearwater River Upper Mainstem - Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) South Fork Clearwater River Upper Mainstem - unknown",,,Portion,Most of pop captured,"Crooked River, RKM =1",CROTRP,2008,Idaho Department of Fish and Game,1,Yes,698,538,957,0.05,,,,,,,,,,,,,,,,,Idaho Supplementation Studies Project Completion Report,https://collaboration.idfg.idaho.gov/FisheriesTechnicalReports/Res15-18Venditti1991-2014IdahoSupplementationStudiesCompletionReport.pdf,,none,,"From Reg2, S:Fishery\R2AM\ISS\3_ISS reporting (Barnett ran through Gauss on 6/28/17)",No,Final,Feb  5 2019 12:00AM,Biologist workbook on shared network,Bruce,Barnett,208-465-8404,bruce.barnett@idfg.idaho.gov,,IDFG,46913,,IDFG Streamnet,,640ea8f9-e15e-48c0-b63d-9c33202c7f3b,Yes,Jul 31 2018  8:43AM,Feb  7 2019 10:12AM,Feb  7 2019 10:12AM,Feb  8 2019 10:00PM,Metrics,Feb  7 2019 10:12AM,640ea8f9-e15e-48c0-b63d-9c33202c7f3b
Chinook salmon,unknown,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Dry Clearwater,5,96,South Fork Clearwater River Upper Mainstem,South Fork Clearwater River Upper Mainstem - Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) South Fork Clearwater River Upper Mainstem - unknown",,,Portion,Most of pop captured,"American River, RKM = 2",AMERR,2008,Idaho Department of Fish and Game,1,Yes,5051,4606,5511,0.05,,,,,,,,,,,,,,,,,Idaho Supplementation Studies Project Completion Report,https://collaboration.idfg.idaho.gov/FisheriesTechnicalReports/Res15-18Venditti1991-2014IdahoSupplementationStudiesCompletionReport.pdf,,none,,Values have been corrected after report publication. Contact biologist with any questions.,No,Final,Feb  5 2019 12:00AM,Biologist workbook on shared network,Bruce,Barnett,208-465-8404,bruce.barnett@idfg.idaho.gov,,IDFG,46913,,IDFG Streamnet,,1855c5da-83ba-4ab5-8722-059407dd2f57,Yes,Jul 31 2018  8:43AM,Feb  7 2019 10:12AM,Feb  7 2019 10:12AM,Feb  8 2019 10:00PM,Metrics,Feb  7 2019 10:12AM,1855c5da-83ba-4ab5-8722-059407dd2f57
Chinook salmon,unknown,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Dry Clearwater,5,96,South Fork Clearwater River Upper Mainstem,South Fork Clearwater River Upper Mainstem - Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) South Fork Clearwater River Upper Mainstem - unknown",,,Portion,Most of pop captured,"Red River, RKM = 6",REDTRP,2007,Idaho Department of Fish and Game,1,Yes,11759,9313,14779,0.05,,,,,,,,,,,,,,,,,Idaho Supplementation Studies Project Completion Report,https://collaboration.idfg.idaho.gov/FisheriesTechnicalReports/Res15-18Venditti1991-2014IdahoSupplementationStudiesCompletionReport.pdf,,none,,Values have been corrected after report publication. Contact biologist with any questions.,No,Final,Feb  5 2019 12:00AM,Biologist workbook on shared network,Bruce,Barnett,208-465-8404,bruce.barnett@idfg.idaho.gov,,IDFG,46914,,IDFG Streamnet,,04507fc1-9b1a-4e80-a0d4-33a4867abd6b,Yes,Jul 31 2018  8:43AM,Feb  7 2019 10:12AM,Feb  7 2019 10:12AM,Feb  8 2019 10:00PM,Metrics,Feb  7 2019 10:12AM,04507fc1-9b1a-4e80-a0d4-33a4867abd6b
Chinook salmon,unknown,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Dry Clearwater,5,96,South Fork Clearwater River Upper Mainstem,South Fork Clearwater River Upper Mainstem - Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) South Fork Clearwater River Upper Mainstem - unknown",,,Portion,Most of pop captured,"American River, RKM = 2",AMERR,2007,Idaho Department of Fish and Game,1,Yes,5073,3978,6660,0.05,,,,,,,,,,,,,,,,,Idaho Supplementation Studies Project Completion Report,https://collaboration.idfg.idaho.gov/FisheriesTechnicalReports/Res15-18Venditti1991-2014IdahoSupplementationStudiesCompletionReport.pdf,,none,,Values have been corrected after report publication. Contact biologist with any questions.,No,Final,Feb  5 2019 12:00AM,Biologist workbook on shared network,Bruce,Barnett,208-465-8404,bruce.barnett@idfg.idaho.gov,,IDFG,46914,,IDFG Streamnet,,7786ec45-b2ae-4a94-8c28-74379490a28c,Yes,Jul 31 2018  8:43AM,Feb  7 2019 10:12AM,Feb  7 2019 10:12AM,Feb  8 2019 10:00PM,Metrics,Feb  7 2019 10:12AM,7786ec45-b2ae-4a94-8c28-74379490a28c
Chinook salmon,unknown,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Dry Clearwater,5,96,South Fork Clearwater River Upper Mainstem,South Fork Clearwater River Upper Mainstem - Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) South Fork Clearwater River Upper Mainstem - unknown",,,Portion,Most of pop captured,"Crooked River, RKM =1",CROTRP,2007,Idaho Department of Fish and Game,1,Yes,2008,1785,2282,0.05,,,,,,,,,,,,,,,,,Idaho Supplementation Studies Project Completion Report,https://collaboration.idfg.idaho.gov/FisheriesTechnicalReports/Res15-18Venditti1991-2014IdahoSupplementationStudiesCompletionReport.pdf,,none,,"From Reg2, S:Fishery\R2AM\ISS\3_ISS reporting (Barnett ran through Gauss on 6/28/17)",No,Final,Feb  5 2019 12:00AM,Biologist workbook on shared network,Bruce,Barnett,208-465-8404,bruce.barnett@idfg.idaho.gov,,IDFG,46914,,IDFG Streamnet,,a2264c83-14c7-481b-99bf-a18fc57b08d4,Yes,Jul 31 2018  8:43AM,Feb  7 2019 10:12AM,Feb  7 2019 10:12AM,Feb  8 2019 10:00PM,Metrics,Feb  7 2019 10:12AM,a2264c83-14c7-481b-99bf-a18fc57b08d4
Chinook salmon,unknown,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Dry Clearwater,5,96,South Fork Clearwater River Upper Mainstem,South Fork Clearwater River Upper Mainstem - Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) South Fork Clearwater River Upper Mainstem - unknown",,,Portion,Most of pop captured,"Red River, RKM = 6",REDTRP,2006,Idaho Department of Fish and Game,1,Yes,52338,41407,71485,0.05,,,,,,,,,,,,,,,,,Idaho Supplementation Studies Project Completion Report,https://collaboration.idfg.idaho.gov/FisheriesTechnicalReports/Res15-18Venditti1991-2014IdahoSupplementationStudiesCompletionReport.pdf,,none,,Values have been corrected after report publication. Contact biologist with any questions.,No,Final,Feb  5 2019 12:00AM,Biologist workbook on shared network,Bruce,Barnett,208-465-8404,bruce.barnett@idfg.idaho.gov,,IDFG,46915,,IDFG Streamnet,,24b415c9-1018-4d1d-8726-e187e42decf1,Yes,Jul 31 2018  8:44AM,Feb  7 2019 10:13AM,Feb  7 2019 10:12AM,Feb  8 2019 10:00PM,Metrics,Feb  7 2019 10:12AM,24b415c9-1018-4d1d-8726-e187e42decf1
Chinook salmon,unknown,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Dry Clearwater,5,96,South Fork Clearwater River Upper Mainstem,South Fork Clearwater River Upper Mainstem - Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) South Fork Clearwater River Upper Mainstem - unknown",,,Portion,Most of pop captured,"American River, RKM = 2",AMERR,2006,Idaho Department of Fish and Game,1,Yes,28268,23399,36193,0.05,,,,,,,,,,,,,,,,,Idaho Supplementation Studies Project Completion Report,https://collaboration.idfg.idaho.gov/FisheriesTechnicalReports/Res15-18Venditti1991-2014IdahoSupplementationStudiesCompletionReport.pdf,,none,,88% of 102 total (sgs),No,Final,Feb  5 2019 12:00AM,Biologist workbook on shared network,Bruce,Barnett,208-465-8404,bruce.barnett@idfg.idaho.gov,,IDFG,46915,,IDFG Streamnet,,3aecd28a-6354-4163-90d9-626988bda02c,Yes,Jul 31 2018  8:44AM,Feb  7 2019 10:13AM,Feb  7 2019 10:12AM,Feb  8 2019 10:00PM,Metrics,Feb  7 2019 10:12AM,3aecd28a-6354-4163-90d9-626988bda02c
Chinook salmon,unknown,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Dry Clearwater,5,96,South Fork Clearwater River Upper Mainstem,South Fork Clearwater River Upper Mainstem - Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) South Fork Clearwater River Upper Mainstem - unknown",,,Portion,Most of pop captured,"Crooked River, RKM =1",CROTRP,2006,Idaho Department of Fish and Game,1,Yes,10149,7645,13934,0.05,,,,,,,,,,,,,,,,,Idaho Supplementation Studies Project Completion Report,https://collaboration.idfg.idaho.gov/FisheriesTechnicalReports/Res15-18Venditti1991-2014IdahoSupplementationStudiesCompletionReport.pdf,,none,,"From Reg2, S:Fishery\R2AM\ISS\3_ISS reporting (Barnett ran through Gauss on 6/28/17)",No,Final,Feb  5 2019 12:00AM,Biologist workbook on shared network,Bruce,Barnett,208-465-8404,bruce.barnett@idfg.idaho.gov,,IDFG,46915,,IDFG Streamnet,,3b4bd327-6269-47c7-9bf3-630f0c6413a2,Yes,Jul 31 2018  8:44AM,Feb  7 2019 10:13AM,Feb  7 2019 10:12AM,Feb  8 2019 10:00PM,Metrics,Feb  7 2019 10:12AM,3b4bd327-6269-47c7-9bf3-630f0c6413a2
Chinook salmon,unknown,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Dry Clearwater,5,96,South Fork Clearwater River Upper Mainstem,South Fork Clearwater River Upper Mainstem - Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) South Fork Clearwater River Upper Mainstem - unknown",,,Portion,Most of pop captured,"Crooked River, RKM =1",CROTRP,2005,Idaho Department of Fish and Game,1,Yes,19955,18809,21256,0.05,,,,,,,,,,,,,,,,,Idaho Supplementation Studies Project Completion Report,https://collaboration.idfg.idaho.gov/FisheriesTechnicalReports/Res15-18Venditti1991-2014IdahoSupplementationStudiesCompletionReport.pdf,,none,,"From Reg2, S:Fishery\R2AM\ISS\3_ISS reporting (Barnett ran through Gauss on 6/28/17)",No,Final,Feb  5 2019 12:00AM,Biologist workbook on shared network,Bruce,Barnett,208-465-8404,bruce.barnett@idfg.idaho.gov,,IDFG,46916,,IDFG Streamnet,,4e3bcc0a-b87f-4916-8010-7fffadd21bf8,Yes,Jul 31 2018  8:44AM,Feb  7 2019 10:13AM,Feb  7 2019 10:12AM,Feb  8 2019 10:00PM,Metrics,Feb  7 2019 10:12AM,4e3bcc0a-b87f-4916-8010-7fffadd21bf8
Chinook salmon,unknown,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Dry Clearwater,5,96,South Fork Clearwater River Upper Mainstem,South Fork Clearwater River Upper Mainstem - Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) South Fork Clearwater River Upper Mainstem - unknown",,,Portion,Most of pop captured,"American River, RKM = 2",AMERR,2005,Idaho Department of Fish and Game,1,Yes,75530,58741,99308,0.05,,,,,,,,,,,,,,,,,Idaho Supplementation Studies Project Completion Report,https://collaboration.idfg.idaho.gov/FisheriesTechnicalReports/Res15-18Venditti1991-2014IdahoSupplementationStudiesCompletionReport.pdf,,none,,There is only one survey with 31 redds in the SGS.  This number came from the MasterTable,No,Final,Feb  5 2019 12:00AM,Biologist workbook on shared network,Bruce,Barnett,208-465-8404,bruce.barnett@idfg.idaho.gov,,IDFG,46916,,IDFG Streamnet,,1b917b70-bd61-4a6a-9275-20d03df85462,Yes,Jul 31 2018  8:44AM,Feb  7 2019 10:13AM,Feb  7 2019 10:12AM,Feb  8 2019 10:00PM,Metrics,Feb  7 2019 10:12AM,1b917b70-bd61-4a6a-9275-20d03df85462
Chinook salmon,unknown,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Dry Clearwater,5,96,South Fork Clearwater River Upper Mainstem,South Fork Clearwater River Upper Mainstem - Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) South Fork Clearwater River Upper Mainstem - unknown",,,Portion,Most of pop captured,"Red River, RKM = 6",REDTRP,2005,Idaho Department of Fish and Game,1,Yes,71489,66474,77479,0.05,,,,,,,,,,,,,,,,,Idaho Supplementation Studies Project Completion Report,https://collaboration.idfg.idaho.gov/FisheriesTechnicalReports/Res15-18Venditti1991-2014IdahoSupplementationStudiesCompletionReport.pdf,,none,,0,No,Final,Feb  5 2019 12:00AM,Biologist workbook on shared network,Bruce,Barnett,208-465-8404,bruce.barnett@idfg.idaho.gov,,IDFG,46916,,IDFG Streamnet,,f1bd536e-c60c-429a-8b4d-d7060c4e6c7b,Yes,Jul 31 2018  8:44AM,Feb  7 2019 10:13AM,Feb  7 2019 10:12AM,Feb  8 2019 10:00PM,Metrics,Feb  7 2019 10:12AM,f1bd536e-c60c-429a-8b4d-d7060c4e6c7b
Chinook salmon,unknown,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Dry Clearwater,5,96,South Fork Clearwater River Upper Mainstem,South Fork Clearwater River Upper Mainstem - Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) South Fork Clearwater River Upper Mainstem - unknown",,,Portion,Most of pop captured,"Red River, RKM = 6",REDTRP,2004,Idaho Department of Fish and Game,1,Yes,68515,62412,74861,0.05,,,,,,,,,,,,,,,,,Idaho Supplementation Studies Project Completion Report,https://collaboration.idfg.idaho.gov/FisheriesTechnicalReports/Res15-18Venditti1991-2014IdahoSupplementationStudiesCompletionReport.pdf,,none,,Values have been corrected after report publication. Contact biologist with any questions.,No,Final,Feb  5 2019 12:00AM,Biologist workbook on shared network,Bruce,Barnett,208-465-8404,bruce.barnett@idfg.idaho.gov,,IDFG,46917,,IDFG Streamnet,,75bab22e-0259-4b16-a284-065f7cd721bc,Yes,Jul 31 2018  8:44AM,Feb  7 2019 10:13AM,Feb  7 2019 10:12AM,Feb  8 2019 10:00PM,Metrics,Feb  7 2019 10:12AM,75bab22e-0259-4b16-a284-065f7cd721bc
Chinook salmon,unknown,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Dry Clearwater,5,96,South Fork Clearwater River Upper Mainstem,South Fork Clearwater River Upper Mainstem - Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) South Fork Clearwater River Upper Mainstem - unknown",,,Portion,Most of pop captured,"American River, RKM = 2",AMERR,2004,Idaho Department of Fish and Game,1,Yes,166758,153235,185059,0.05,,,,,,,,,,,,,,,,,Idaho Supplementation Studies Project Completion Report,https://collaboration.idfg.idaho.gov/FisheriesTechnicalReports/Res15-18Venditti1991-2014IdahoSupplementationStudiesCompletionReport.pdf,,none,,88% of total redds (sgs),No,Final,Feb  5 2019 12:00AM,Biologist workbook on shared network,Bruce,Barnett,208-465-8404,bruce.barnett@idfg.idaho.gov,,IDFG,46917,,IDFG Streamnet,,5ee8a4f4-21bc-46fb-908a-e4ca4f5f0364,Yes,Jul 31 2018  8:44AM,Feb  7 2019 10:13AM,Feb  7 2019 10:12AM,Feb  8 2019 10:00PM,Metrics,Feb  7 2019 10:12AM,5ee8a4f4-21bc-46fb-908a-e4ca4f5f0364
Chinook salmon,unknown,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Dry Clearwater,5,96,South Fork Clearwater River Upper Mainstem,South Fork Clearwater River Upper Mainstem - Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) South Fork Clearwater River Upper Mainstem - unknown",,,Portion,Most of pop captured,"Crooked River, RKM =1",CROTRP,2004,Idaho Department of Fish and Game,1,Yes,6640,5806,7717,0.05,,,,,,,,,,,,,,,,,Idaho Supplementation Studies Project Completion Report,https://collaboration.idfg.idaho.gov/FisheriesTechnicalReports/Res15-18Venditti1991-2014IdahoSupplementationStudiesCompletionReport.pdf,,none,,"From Reg2, S:Fishery\R2AM\ISS\3_ISS reporting (Barnett ran through Gauss on 6/28/17), Values have been corrected after report publication. Contact biologist with any questions.",No,Final,Feb  5 2019 12:00AM,Biologist workbook on shared network,Bruce,Barnett,208-465-8404,bruce.barnett@idfg.idaho.gov,,IDFG,46917,,IDFG Streamnet,,708b8c0f-8867-47be-b8aa-f25082642127,Yes,Jul 31 2018  8:44AM,Feb  7 2019 10:13AM,Feb  7 2019 10:12AM,Feb  8 2019 10:00PM,Metrics,Feb  7 2019 10:12AM,708b8c0f-8867-47be-b8aa-f25082642127
Chinook salmon,unknown,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Dry Clearwater,5,96,South Fork Clearwater River Upper Mainstem,South Fork Clearwater River Upper Mainstem - Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) South Fork Clearwater River Upper Mainstem - unknown",,,Portion,Most of pop captured,"Red River, RKM = 6",REDTRP,2003,Idaho Department of Fish and Game,1,Yes,90916,74084,113969,0.05,,,,,,,,,,,,,,,,,Idaho Supplementation Studies Project Completion Report,https://collaboration.idfg.idaho.gov/FisheriesTechnicalReports/Res15-18Venditti1991-2014IdahoSupplementationStudiesCompletionReport.pdf,,none,,Values have been corrected after report publication. Contact biologist with any questions.,No,Final,Feb  5 2019 12:00AM,Biologist workbook on shared network,Bruce,Barnett,208-465-8404,bruce.barnett@idfg.idaho.gov,,IDFG,46921,,IDFG Streamnet,,519aac4a-beaa-4047-adbb-913757a542f0,Yes,Jul 31 2018  8:44AM,Feb  7 2019 10:13AM,Feb  7 2019 10:12AM,Feb  8 2019 10:00PM,Metrics,Feb  7 2019 10:12AM,519aac4a-beaa-4047-adbb-913757a542f0
Chinook salmon,unknown,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Dry Clearwater,5,96,South Fork Clearwater River Upper Mainstem,South Fork Clearwater River Upper Mainstem - Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) South Fork Clearwater River Upper Mainstem - unknown",,,Portion,Most of pop captured,"American River, RKM = 2",AMERR,2003,Idaho Department of Fish and Game,1,Yes,20801,18067,24683,0.05,,,,,,,,,,,,,,,,,Idaho Supplementation Studies Project Completion Report,https://collaboration.idfg.idaho.gov/FisheriesTechnicalReports/Res15-18Venditti1991-2014IdahoSupplementationStudiesCompletionReport.pdf,,none,,This redd count data is not in the SGS.  ReddCountsMasterAdjLengths. Values have been corrected after report publication. Contact biologist with any questions.,No,Final,Feb  5 2019 12:00AM,Biologist workbook on shared network,Bruce,Barnett,208-465-8404,bruce.barnett@idfg.idaho.gov,,IDFG,46921,,IDFG Streamnet,,d58559de-71fe-4bb9-89c8-aed01b2523f7,Yes,Jul 31 2018  8:44AM,Feb  7 2019 10:13AM,Feb  7 2019 10:12AM,Feb  8 2019 10:00PM,Metrics,Feb  7 2019 10:12AM,d58559de-71fe-4bb9-89c8-aed01b2523f7
