COMMONNAME,RUN,RECOVERYDOMAIN,ESU_DPS,MAJORPOPGROUP,POPID,NMFS_POPID,LOCATIONNAME,POPULATIONNAME,ESAPOPNAME,CBFWAPOPNAME,COMMONPOPNAME,POPFIT,POPFITNOTES,SMOLTLOCATION,SMOLTDEF,SMOLTLOCPTCODE,ADULTLOCATION,SMOLTTOADULTLOCS,SARTYPE,SCOPEOFINFERENCE,OUTMIGRATIONYEAR,TRTMETHOD,CONTACTAGY,CONTACTAGENCY,METHODNUMBER,BESTVALUE,SAR,SARLOWERLIMIT,SARUPPERLIMIT,SARALPHA,RETURNSMISSING,RETURNSMISSINGEXPLANATION,REARINGTYPE,TSO,TSOLOWERLIMIT,TSOUPPERLIMIT,TSOALPHA,TAR,TARLOWERLIMIT,TARUPPERLIMIT,TARALPHA,RETURNDEF,HARVESTADJ,OCEANHARVEST,MAINSTEMHARVEST,TRIBHARVEST,BROODSTOCKREMOVED,PROTMETHNAME,PROTMETHURL,PROTMETHDOCUMENTATION,METHODADJUSTMENTS,OTHERDATASOURCES,COMMENTS,NULLRECORD,DATASTATUS,LASTUPDATED,INDICATORLOCATION,METRICLOCATION,MEASURELOCATION,CONTACTPERSONFIRST,CONTACTPERSONLAST,CONTACTPHONE,CONTACTEMAIL,METACOMMENTS,SUBMITAGENCY,REFID,UPDDATE,DATAENTRY,DATAENTRYNOTES,COMPILERRECORDID,PUBLISH,SNLOADDATE,VALIDATIONDATE,LASTMODIFIEDDATE,DOWNLOADDATE,DISPLAYNOTE,HLI_LASTUPDATED,ID
Chinook salmon,Fall,Interior Columbia,,,515,,Hanford reach  {non-TRT Population},Hanford reach fall Chinook salmon,,,,Same,,McNary Dam,Smolts outmigrating past a point,MCN,Bonneville Dam,From McNary Dam to Bonneville Dam,Including jacks,,2009,No,FPC,Fish Passage Center,1,Yes,0.89,0.65,1.17,0.1,,,Natural,4614,,,,,,,,Returns to a dam,Not adjusted,,,,,,http://www.fpc.org/documents/CSS/DRAFT2018CSSReportv1-1.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 12/24/2018 from Fish Passage Center (http://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,,http://www.fpc.org/,http://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,Dec 24 2018 10:45AM,Data downloaded from Fish Passage Center.,,515 MCN_to_BOA 2009 w/ jacks,Yes,Dec 24 2018 11:11AM,Dec 24 2018 11:12AM,Dec 24 2018  6:55PM,Feb  8 2019 10:00PM,Metrics,,24FDA5F7-2A62-447A-B2BD-A5399DEC5F76
Chinook salmon,Fall,Interior Columbia,,,515,,Hanford reach  {non-TRT Population},Hanford reach fall Chinook salmon,,,,Same,,McNary Dam,Smolts outmigrating past a point,MCN,Bonneville Dam,From McNary Dam to Bonneville Dam,Excluding jacks,,2009,No,FPC,Fish Passage Center,1,Yes,0.72,0.51,0.96,0.1,,,Natural,4614,,,,,,,,Returns to a dam,Not adjusted,,,,,,http://www.fpc.org/documents/CSS/DRAFT2018CSSReportv1-1.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 12/24/2018 from Fish Passage Center (http://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,,http://www.fpc.org/,http://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,Dec 24 2018 10:45AM,Data downloaded from Fish Passage Center.,,515 MCN_to_BOA 2009 w/o jacks,Yes,Dec 24 2018 11:18AM,Dec 24 2018 11:18AM,Dec 24 2018  6:55PM,Feb  8 2019 10:00PM,Metrics,,EDFAF5A3-15CB-460B-8CFB-650133B24336
Chinook salmon,Fall,Interior Columbia,,,515,,Hanford reach  {non-TRT Population},Hanford reach fall Chinook salmon,,,,Same,,McNary Dam,Smolts outmigrating past a point,MCN,Bonneville Dam,From McNary Dam to Bonneville Dam,Excluding jacks,,2008,No,FPC,Fish Passage Center,1,Yes,2,1.62,2.39,0.1,,,Natural,5543,,,,,,,,Returns to a dam,Not adjusted,,,,,,http://www.fpc.org/documents/CSS/DRAFT2018CSSReportv1-1.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 12/24/2018 from Fish Passage Center (http://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,,http://www.fpc.org/,http://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,Dec 24 2018 10:45AM,Data downloaded from Fish Passage Center.,,515 MCN_to_BOA 2008 w/o jacks,Yes,Dec 24 2018 11:18AM,Dec 24 2018 11:18AM,Dec 24 2018  6:55PM,Feb  8 2019 10:00PM,Metrics,,B930CCC3-080D-424E-A415-EA24A91E58EB
Chinook salmon,Fall,Interior Columbia,,,515,,Hanford reach  {non-TRT Population},Hanford reach fall Chinook salmon,,,,Same,,McNary Dam,Smolts outmigrating past a point,MCN,Bonneville Dam,From McNary Dam to Bonneville Dam,Including jacks,,2008,No,FPC,Fish Passage Center,1,Yes,2.27,1.88,2.71,0.1,,,Natural,5543,,,,,,,,Returns to a dam,Not adjusted,,,,,,http://www.fpc.org/documents/CSS/DRAFT2018CSSReportv1-1.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 12/24/2018 from Fish Passage Center (http://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,,http://www.fpc.org/,http://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,Dec 24 2018 10:45AM,Data downloaded from Fish Passage Center.,,515 MCN_to_BOA 2008 w/ jacks,Yes,Dec 24 2018 11:11AM,Dec 24 2018 11:12AM,Dec 24 2018  6:55PM,Feb  8 2019 10:00PM,Metrics,,4E4C89AF-C240-4B54-B66F-E3074D3D8063
Chinook salmon,Fall,Interior Columbia,,,515,,Hanford reach  {non-TRT Population},Hanford reach fall Chinook salmon,,,,Same,,McNary Dam,Smolts outmigrating past a point,MCN,Bonneville Dam,From McNary Dam to Bonneville Dam,Including jacks,,2007,No,FPC,Fish Passage Center,1,Yes,0.45,0.33,0.58,0.1,,,Natural,7790,,,,,,,,Returns to a dam,Not adjusted,,,,,,http://www.fpc.org/documents/CSS/DRAFT2018CSSReportv1-1.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 12/24/2018 from Fish Passage Center (http://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,,http://www.fpc.org/,http://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,Dec 24 2018 10:45AM,Data downloaded from Fish Passage Center.,,515 MCN_to_BOA 2007 w/ jacks,Yes,Dec 24 2018 11:11AM,Dec 24 2018 11:12AM,Dec 24 2018  6:55PM,Feb  8 2019 10:00PM,Metrics,,823D390C-2C43-4ACE-B1B7-184E4ED02417
Chinook salmon,Fall,Interior Columbia,,,515,,Hanford reach  {non-TRT Population},Hanford reach fall Chinook salmon,,,,Same,,McNary Dam,Smolts outmigrating past a point,MCN,Bonneville Dam,From McNary Dam to Bonneville Dam,Excluding jacks,,2007,No,FPC,Fish Passage Center,1,Yes,0.35,0.24,0.46,0.1,,,Natural,7790,,,,,,,,Returns to a dam,Not adjusted,,,,,,http://www.fpc.org/documents/CSS/DRAFT2018CSSReportv1-1.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 12/24/2018 from Fish Passage Center (http://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,,http://www.fpc.org/,http://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,Dec 24 2018 10:45AM,Data downloaded from Fish Passage Center.,,515 MCN_to_BOA 2007 w/o jacks,Yes,Dec 24 2018 11:18AM,Dec 24 2018 11:18AM,Dec 24 2018  6:55PM,Feb  8 2019 10:00PM,Metrics,,D396F559-AC97-4904-844D-ED3E2DC91753
Chinook salmon,Fall,Interior Columbia,,,515,,Hanford reach  {non-TRT Population},Hanford reach fall Chinook salmon,,,,Same,,McNary Dam,Smolts outmigrating past a point,MCN,Bonneville Dam,From McNary Dam to Bonneville Dam,Excluding jacks,,2005,No,FPC,Fish Passage Center,1,Yes,0.26,0.15,0.37,0.1,,,Natural,6602,,,,,,,,Returns to a dam,Not adjusted,,,,,,http://www.fpc.org/documents/CSS/DRAFT2018CSSReportv1-1.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 12/24/2018 from Fish Passage Center (http://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,,http://www.fpc.org/,http://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,Dec 24 2018 10:45AM,Data downloaded from Fish Passage Center.,,515 MCN_to_BOA 2005 w/o jacks,Yes,Dec 24 2018 11:18AM,Dec 24 2018 11:18AM,Dec 24 2018  6:55PM,Feb  8 2019 10:00PM,Metrics,,D2BA70D7-96B1-4457-8BF0-0DCD8D4EDDCF
Chinook salmon,Fall,Interior Columbia,,,515,,Hanford reach  {non-TRT Population},Hanford reach fall Chinook salmon,,,,Same,,McNary Dam,Smolts outmigrating past a point,MCN,Bonneville Dam,From McNary Dam to Bonneville Dam,Including jacks,,2005,No,FPC,Fish Passage Center,1,Yes,0.29,0.18,0.4,0.1,,,Natural,6602,,,,,,,,Returns to a dam,Not adjusted,,,,,,http://www.fpc.org/documents/CSS/DRAFT2018CSSReportv1-1.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 12/24/2018 from Fish Passage Center (http://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,,http://www.fpc.org/,http://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,Dec 24 2018 10:45AM,Data downloaded from Fish Passage Center.,,515 MCN_to_BOA 2005 w/ jacks,Yes,Dec 24 2018 11:11AM,Dec 24 2018 11:12AM,Dec 24 2018  6:55PM,Feb  8 2019 10:00PM,Metrics,,9E4D6A27-9563-48B7-BD76-3339289B2B54
Chinook salmon,Fall,Interior Columbia,,,515,,Hanford reach  {non-TRT Population},Hanford reach fall Chinook salmon,,,,Same,,McNary Dam,Smolts outmigrating past a point,MCN,Bonneville Dam,From McNary Dam to Bonneville Dam,Including jacks,,2004,No,FPC,Fish Passage Center,1,Yes,0.2,0,0.44,0.1,,,Natural,1000,,,,,,,,Returns to a dam,Not adjusted,,,,,,http://www.fpc.org/documents/CSS/DRAFT2018CSSReportv1-1.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 12/24/2018 from Fish Passage Center (http://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,,http://www.fpc.org/,http://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,Dec 24 2018 10:45AM,Data downloaded from Fish Passage Center.,,515 MCN_to_BOA 2004 w/ jacks,Yes,Dec 24 2018 11:11AM,Dec 24 2018 11:12AM,Dec 24 2018  6:55PM,Feb  8 2019 10:00PM,Metrics,,95BA31D3-7D72-45BD-9C35-B2CFFEA8B1A9
Chinook salmon,Fall,Interior Columbia,,,515,,Hanford reach  {non-TRT Population},Hanford reach fall Chinook salmon,,,,Same,,McNary Dam,Smolts outmigrating past a point,MCN,Bonneville Dam,From McNary Dam to Bonneville Dam,Excluding jacks,,2004,No,FPC,Fish Passage Center,1,Yes,0.2,0,0.44,0.1,,,Natural,1000,,,,,,,,Returns to a dam,Not adjusted,,,,,,http://www.fpc.org/documents/CSS/DRAFT2018CSSReportv1-1.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 12/24/2018 from Fish Passage Center (http://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,,http://www.fpc.org/,http://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,Dec 24 2018 10:45AM,Data downloaded from Fish Passage Center.,,515 MCN_to_BOA 2004 w/o jacks,Yes,Dec 24 2018 11:12AM,Dec 24 2018 11:13AM,Dec 24 2018  6:55PM,Feb  8 2019 10:00PM,Metrics,,273347F6-E7A4-47E9-949D-F78B774E773C
Chinook salmon,Fall,Interior Columbia,,,515,,Hanford reach  {non-TRT Population},Hanford reach fall Chinook salmon,,,,Same,,McNary Dam,Smolts outmigrating past a point,MCN,Bonneville Dam,From McNary Dam to Bonneville Dam,Including jacks,,2003,No,FPC,Fish Passage Center,1,Yes,0.43,0.11,0.82,0.1,,,Natural,820,,,,,,,,Returns to a dam,Not adjusted,,,,,,http://www.fpc.org/documents/CSS/DRAFT2018CSSReportv1-1.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 12/24/2018 from Fish Passage Center (http://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,,http://www.fpc.org/,http://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,Dec 24 2018 10:45AM,Data downloaded from Fish Passage Center.,,515 MCN_to_BOA 2003 w/ jacks,Yes,Dec 24 2018 11:11AM,Dec 24 2018 11:12AM,Dec 24 2018  6:55PM,Feb  8 2019 10:00PM,Metrics,,1E8C7E90-5DFB-4309-ABCE-F4818BAF3FA6
Chinook salmon,Fall,Interior Columbia,,,515,,Hanford reach  {non-TRT Population},Hanford reach fall Chinook salmon,,,,Same,,McNary Dam,Smolts outmigrating past a point,MCN,Bonneville Dam,From McNary Dam to Bonneville Dam,Excluding jacks,,2003,No,FPC,Fish Passage Center,1,Yes,0.43,0.11,0.82,0.1,,,Natural,820,,,,,,,,Returns to a dam,Not adjusted,,,,,,http://www.fpc.org/documents/CSS/DRAFT2018CSSReportv1-1.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 12/24/2018 from Fish Passage Center (http://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,,http://www.fpc.org/,http://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,Dec 24 2018 10:45AM,Data downloaded from Fish Passage Center.,,515 MCN_to_BOA 2003 w/o jacks,Yes,Dec 24 2018 11:12AM,Dec 24 2018 11:13AM,Dec 24 2018  6:55PM,Feb  8 2019 10:00PM,Metrics,,CF8B66C8-42A3-4751-9B40-A1A96912B452
Chinook salmon,Fall,Interior Columbia,,,515,,Hanford reach  {non-TRT Population},Hanford reach fall Chinook salmon,,,,Same,,McNary Dam,Smolts outmigrating past a point,MCN,Bonneville Dam,From McNary Dam to Bonneville Dam,Including jacks,,2001,No,FPC,Fish Passage Center,1,Yes,0.71,0.5,0.94,0.1,,,Natural,3642,,,,,,,,Returns to a dam,Not adjusted,,,,,,http://www.fpc.org/documents/CSS/DRAFT2018CSSReportv1-1.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 12/24/2018 from Fish Passage Center (http://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,,http://www.fpc.org/,http://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,Dec 24 2018 10:45AM,Data downloaded from Fish Passage Center.,,515 MCN_to_BOA 2001 w/ jacks,Yes,Dec 24 2018 11:11AM,Dec 24 2018 11:12AM,Dec 24 2018  6:55PM,Feb  8 2019 10:00PM,Metrics,,C50FD906-8550-4C5B-B400-E28311F6BF4B
Chinook salmon,Fall,Interior Columbia,,,515,,Hanford reach  {non-TRT Population},Hanford reach fall Chinook salmon,,,,Same,,McNary Dam,Smolts outmigrating past a point,MCN,Bonneville Dam,From McNary Dam to Bonneville Dam,Excluding jacks,,2001,No,FPC,Fish Passage Center,1,Yes,0.68,0.47,0.91,0.1,,,Natural,3642,,,,,,,,Returns to a dam,Not adjusted,,,,,,http://www.fpc.org/documents/CSS/DRAFT2018CSSReportv1-1.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 12/24/2018 from Fish Passage Center (http://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,,http://www.fpc.org/,http://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,Dec 24 2018 10:45AM,Data downloaded from Fish Passage Center.,,515 MCN_to_BOA 2001 w/o jacks,Yes,Dec 24 2018 11:12AM,Dec 24 2018 11:13AM,Dec 24 2018  6:55PM,Feb  8 2019 10:00PM,Metrics,,5F1588C6-1492-40F3-B821-B560D3B9B0CA
Chinook salmon,Fall,Interior Columbia,,,515,,Hanford reach  {non-TRT Population},Hanford reach fall Chinook salmon,,,,Same,,McNary Dam,Smolts outmigrating past a point,MCN,Bonneville Dam,From McNary Dam to Bonneville Dam,Excluding jacks,,2000,No,FPC,Fish Passage Center,1,Yes,2.68,2.27,3.11,0.1,,,Natural,4521,,,,,,,,Returns to a dam,Not adjusted,,,,,,http://www.fpc.org/documents/CSS/DRAFT2018CSSReportv1-1.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 12/24/2018 from Fish Passage Center (http://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,,http://www.fpc.org/,http://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,Dec 24 2018 10:45AM,Data downloaded from Fish Passage Center.,,515 MCN_to_BOA 2000 w/o jacks,Yes,Dec 24 2018 11:12AM,Dec 24 2018 11:13AM,Dec 24 2018  6:55PM,Feb  8 2019 10:00PM,Metrics,,CA765895-49C2-4126-A176-CC5EFBBADBD8
Chinook salmon,Fall,Interior Columbia,,,515,,Hanford reach  {non-TRT Population},Hanford reach fall Chinook salmon,,,,Same,,McNary Dam,Smolts outmigrating past a point,MCN,Bonneville Dam,From McNary Dam to Bonneville Dam,Including jacks,,2000,No,FPC,Fish Passage Center,1,Yes,2.88,2.45,3.32,0.1,,,Natural,4521,,,,,,,,Returns to a dam,Not adjusted,,,,,,http://www.fpc.org/documents/CSS/DRAFT2018CSSReportv1-1.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 12/24/2018 from Fish Passage Center (http://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,,http://www.fpc.org/,http://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,Dec 24 2018 10:45AM,Data downloaded from Fish Passage Center.,,515 MCN_to_BOA 2000 w/ jacks,Yes,Dec 24 2018 11:11AM,Dec 24 2018 11:12AM,Dec 24 2018  6:55PM,Feb  8 2019 10:00PM,Metrics,,E62FF8FE-42D6-40B0-86F5-9E96B6EF6F67
Chinook salmon,Spring,Interior Columbia,,,1002,,John Day Basin {non-TRT SuperPopulation},John Day Basin wild Chinook salmon,,,,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",John Day Dam,Smolts outmigrating past a point,JDA,Bonneville Dam,From John Day Dam to Bonneville Dam,Excluding jacks,,2016,No,FPC,Fish Passage Center,1,Yes,2.18,1.43,3.06,0.1,,,Natural,1055,,,,,,,,Returns to a dam,Not adjusted,,,,,,http://www.fpc.org/documents/CSS/DRAFT2018CSSReportv1-1.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 12/24/2018 from Fish Passage Center (http://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,,http://www.fpc.org/,http://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,Dec 24 2018 10:45AM,Data downloaded from Fish Passage Center.,,1002 JDA_to_BOA 2016 w/o jacks,Yes,Dec 24 2018 11:19AM,Dec 24 2018 11:19AM,Dec 24 2018  6:55PM,Feb  8 2019 10:00PM,Metrics,,785DAE01-1C82-4A9F-B450-F87565BB9E9E
Chinook salmon,Spring,Interior Columbia,,,1002,,John Day Basin {non-TRT SuperPopulation},John Day Basin wild Chinook salmon,,,,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",John Day Dam,Smolts outmigrating past a point,JDA,Bonneville Dam,From John Day Dam to Bonneville Dam,Including jacks,,2016,No,FPC,Fish Passage Center,1,Yes,2.94,2,4.03,0.1,,,Natural,1055,,,,,,,,Returns to a dam,Not adjusted,,,,,,http://www.fpc.org/documents/CSS/DRAFT2018CSSReportv1-1.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 12/24/2018 from Fish Passage Center (http://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,,http://www.fpc.org/,http://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,Dec 24 2018 10:45AM,Data downloaded from Fish Passage Center.,,1002 JDA_to_BOA 2016 w/ jacks,Yes,Dec 24 2018 11:13AM,Dec 24 2018 11:13AM,Dec 24 2018  6:55PM,Feb  8 2019 10:00PM,Metrics,,3123E9BB-2BF4-43BE-AC81-090B82F89316
Chinook salmon,Spring,Interior Columbia,,,1002,,John Day Basin {non-TRT SuperPopulation},John Day Basin wild Chinook salmon,,,,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",John Day Dam,Smolts outmigrating past a point,JDA,Bonneville Dam,From John Day Dam to Bonneville Dam,Including jacks,,2015,No,FPC,Fish Passage Center,1,Yes,6.21,3.92,8.86,0.1,,,Natural,483,,,,,,,,Returns to a dam,Not adjusted,,,,,,http://www.fpc.org/documents/CSS/DRAFT2018CSSReportv1-1.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 12/24/2018 from Fish Passage Center (http://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,,http://www.fpc.org/,http://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,Dec 24 2018 10:45AM,Data downloaded from Fish Passage Center.,,1002 JDA_to_BOA 2015 w/ jacks,Yes,Dec 24 2018 11:12AM,Dec 24 2018 11:13AM,Dec 24 2018  6:55PM,Feb  8 2019 10:00PM,Metrics,,1C589CCC-0279-4A55-85A0-BD93B9D49CA5
